,Postcode,Grid Ref,County,District,Ward,District Code,Ward Code,County Code,Constituency,Population,Households,Lower layer super output area,Region,London zone,LSOA Code,MSOA Code,Middle layer super output area,Index of Multiple Deprivation,Postcode district,Average Income,Postcode2
134,BS1 3AU,ST593733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
135,BS1 3BA,ST594734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
136,BS1 3BB,ST590734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
137,BS1 3BD,ST594734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS1,39100,BS1 3
138,BS1 3BE,ST593733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
139,BS1 3BF,ST593734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS1,39100,BS1 3
140,BS1 3BH,ST594734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS1,39100,BS1 3
141,BS1 3BL,ST590731,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,1.0,1.0,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
142,BS1 3BN,ST589731,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
143,BS1 3BQ,ST593734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,1.0,1.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
144,BS1 3BU,ST592733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
145,BS1 3BX,ST594734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS1,39100,BS1 3
146,BS1 3BZ,ST593732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
147,BS1 3DA,ST594735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS1,39100,BS1 3
148,BS1 3DB,ST589732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
149,BS1 3DD,ST589732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
150,BS1 3DF,ST592733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
151,BS1 3DG,ST589736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,34.0,18.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
152,BS1 3DH,ST593732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
153,BS1 3DJ,ST593732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,71.0,52.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
154,BS1 3DN,ST589732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
155,BS1 3DQ,ST593732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,20.0,13.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
156,BS1 3DR,ST590733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
157,BS1 3DS,ST590733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
158,BS1 3DT,ST590732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
159,BS1 3DU,ST593732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
160,BS1 3DW,ST590733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
161,BS1 3DX,ST591732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
162,BS1 3DY,ST592733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,5.0,3.0,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
163,BS1 3DZ,ST592733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,42.0,23.0,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
164,BS1 3EA,ST591733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
165,BS1 3ED,ST591733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
166,BS1 3EE,ST591733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,2.0,2.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
167,BS1 3EF,ST593733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,18.0,11.0,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
168,BS1 3EG,ST593733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,6.0,5.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
169,BS1 3EH,ST591732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
170,BS1 3EL,ST591734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
171,BS1 3EN,ST595734,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS1,39100,BS1 3
172,BS1 3EP,ST591733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
173,BS1 3EQ,ST589735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
174,BS1 3ER,ST589735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
175,BS1 3ES,ST589735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
176,BS1 3EU,ST592733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
177,BS1 3EW,ST589735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,352.0,234.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
178,BS1 3EX,ST594732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
179,BS1 3HA,ST592734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,2.0,1.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
180,BS1 3HB,ST591733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
181,BS1 3HE,ST592734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,1.0,1.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
182,BS1 3HF,ST592733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
183,BS1 3HH,ST592734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
184,BS1 3HT,ST590733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
185,BS1 3HY,ST590733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,2.0,1.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
186,BS1 3JA,ST590733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
187,BS1 3JD,ST590733,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,2.0,2.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
188,BS1 3JE,ST591734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
189,BS1 3JL,ST590734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
190,BS1 3JP,ST591734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,1.0,1.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
191,BS1 3JQ,ST591734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
192,BS1 3JR,ST592734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
193,BS1 3JS,ST592734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
194,BS1 3JX,ST593734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,1.0,1.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
195,BS1 3LE,ST591735,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,,,Bristol 023F,South West,,E01033347,E02003034,Bristol 023,5434,BS1,40800,BS1 3
196,BS1 3LG,ST593735,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,,,Bristol 023F,South West,,E01033347,E02003034,Bristol 023,5434,BS1,40800,BS1 3
197,BS1 3LH,ST589734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
198,BS1 3LL,ST590736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,72.0,46.0,Bristol 023F,South West,,E01033347,E02003034,Bristol 023,5434,BS1,40800,BS1 3
199,BS1 3LN,ST589735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
200,BS1 3LP,ST589735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
201,BS1 3LQ,ST591735,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,,,Bristol 023F,South West,,E01033347,E02003034,Bristol 023,5434,BS1,40800,BS1 3
202,BS1 3LR,ST589734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
203,BS1 3LT,ST590734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
204,BS1 3LU,ST591735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,11.0,6.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
205,BS1 3LX,ST591735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
206,BS1 3LY,ST590736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,77.0,52.0,Bristol 023F,South West,,E01033347,E02003034,Bristol 023,5434,BS1,40800,BS1 3
207,BS1 3LZ,ST592735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
208,BS1 3NG,ST589736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
209,BS1 3NH,ST589736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,126.0,5.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
210,BS1 3NN,ST589736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,64.0,37.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
211,BS1 3NU,ST588735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
212,BS1 3NW,ST588736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,202.0,11.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
213,BS1 3NX,ST589736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
214,BS1 3NY,ST588735,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032C,South West,,E01014542,E02003043,Bristol 032,18266,BS1,47500,BS1 3
215,BS1 3NZ,ST588734,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,18.0,3.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
216,BS1 3PG,ST595732,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,465.0,12.0,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS1,39100,BS1 3
217,BS1 3PH,ST595733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,93.0,47.0,Bristol 054B,South West,,E01033353,E02006887,Bristol 054,5406,BS1,39100,BS1 3
218,BS1 3PJ,ST595733,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,54.0,21.0,Bristol 054B,South West,,E01033353,E02006887,Bristol 054,5406,BS1,39100,BS1 3
219,BS1 3PL,ST590737,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
220,BS1 3PQ,ST595732,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,46.0,14.0,Bristol 054D,South West,,E01033358,E02006887,Bristol 054,1501,BS1,39100,BS1 3
221,BS1 3PR,ST590737,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,,,Bristol 023F,South West,,E01033347,E02003034,Bristol 023,5434,BS1,40800,BS1 3
222,BS1 3PU,ST593735,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,,,Bristol 023F,South West,,E01033347,E02003034,Bristol 023,5434,BS1,40800,BS1 3
223,BS1 3PY,ST590737,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
224,BS1 3QD,ST590737,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,41.0,30.0,Bristol 023G,South West,,E01033348,E02003034,Bristol 023,3323,BS1,40800,BS1 3
225,BS1 3QP,ST590738,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,21.0,10.0,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
226,BS1 3QU,ST591738,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,18.0,12.0,Bristol 023G,South West,,E01033348,E02003034,Bristol 023,3323,BS1,40800,BS1 3
227,BS1 3QY,ST591739,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,24.0,11.0,Bristol 023G,South West,,E01033348,E02003034,Bristol 023,3323,BS1,40800,BS1 3
228,BS1 3RB,ST590739,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,19.0,10.0,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
229,BS1 3RD,ST591739,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,4.0,2.0,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
230,BS1 3RJ,ST591739,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,32.0,7.0,Bristol 023D,South West,,E01014489,E02003034,Bristol 023,5787,BS1,40800,BS1 3
231,BS1 3RR,ST591740,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
232,BS1 3RU,ST591740,Bristol,"Bristol, City of",Ashley,E06000023,E05010885,E11000003,Bristol West,7.0,5.0,Bristol 023D,South West,,E01014489,E02003034,Bristol 023,5787,BS1,40800,BS1 3
233,BS1 3RW,ST591740,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,8.0,5.0,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
234,BS1 3RZ,ST591740,Bristol,"Bristol, City of",Cotham,E06000023,E05010895,E11000003,Bristol West,,,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
235,BS1 3SB,ST590740,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,4.0,1.0,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
236,BS1 3SF,ST590740,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,6.0,4.0,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
237,BS1 3SG,ST590740,Bristol,"Bristol, City of",Cotham,E06000023,E05010895,E11000003,Bristol West,15.0,6.0,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
238,BS1 3SQ,ST590740,Bristol,"Bristol, City of",Cotham,E06000023,E05010895,E11000003,Bristol West,22.0,13.0,Bristol 025F,South West,,E01033367,E02003036,Bristol 025,1223,BS1,46700,BS1 3
239,BS1 3TB,ST590736,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,16.0,4.0,Bristol 025E,South West,,E01033342,E02003036,Bristol 025,12787,BS1,46700,BS1 3
240,BS1 3XA,ST591732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
241,BS1 3XB,ST591732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
242,BS1 3XD,ST591732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,1.0,1.0,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
243,BS1 3XE,ST591732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
244,BS1 3XX,ST590732,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 3
245,BS1 4AA,ST586728,Bristol,"Bristol, City of",Central,E06000023,E05010892,E11000003,Bristol West,,,Bristol 032B,South West,,E01014540,E02003043,Bristol 032,12154,BS1,47500,BS1 4
